Source,Project,Address,Price,Size_sqft,PSF
EdgeProp,FAR EAST SQUARE,"$14,917, FAR EAST SQUARE, 4 Parks nearby",14917,2131,7.0
EdgeProp,None,"$7 PSF, 2,131 sqft, None",14917,2131,7.0
EdgeProp,Pekin Street,"$7 PSF, 1,819 sqft, Pekin Street",12733,1819,7.0
EdgeProp,Pekin Street,"$7 PSF, 527 sqft, Pekin Street",3689,527,7.0
EdgeProp,UPPER BUKIT TIMAH ROAD,"$7 PSF, D21, 183 sqft",1281,183,7.0
EdgeProp,Paya Lebar Singapore,"$7 PSF, D14, 506 sqft",3542,506,7.0
EdgeProp,13 Duxton Hill,"$7 PSF, 1,100 sqft, 99 Years",7700,1100,7.0
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 14,917/mo",14917,2131,7.0
99co,"S$ 14,917/mo","S$ 14,917/mo, S$ 7 psf",14917,2131,7.0
99co,"27 Hongkong Street, 059666","S$ 26,600/mo, S$ 7 psf, 27 Hongkong Street, 059666",26600,3800,7.0
99co,"S$ 26,600/mo","S$ 26,600/mo, S$ 7 psf",26600,3800,7.0
99co,The Plaza,"S$ 1,708/mo, S$ 7 psf, The Plaza",1708,244,7.0
99co,"97 Arab Street, 199793","S$ 7,000/mo, S$ 7 psf, 97 Arab Street, 199793",7000,1000,7.0
99co,NEGO,"S$ 1,960/mo, S$ 7 psf, NEGO",1960,280,7.0
99co,"S$ 1,960/mo","S$ 1,960/mo, S$ 7 psf, NEGO",1960,280,7.0
99co,Siglap Centre,"S$ 3,241/mo, S$ 7 psf, Siglap Centre",3241,463,7.0
99co,"5 Banda Street, 050005","S$ 3,500/mo, S$ 7 psf, 5 Banda Street, 050005",3500,500,7.0
99co,Vista 18,"S$ 23,500/mo, S$ 7 psf, Vista 18",23500,3358,7.0
99co,"17 Hongkong Street, 059660","S$ 9,821/mo, S$ 7 psf, 17 Hongkong Street, 059660",9821,1402,7.0
99co,"S$ 23,500/mo","S$ 23,500/mo, S$ 7 psf",23500,3357,7.0
SRX,Clementi West Street 2,"Clementi West Street 2, Food And Beverage •, 3,358 sqft",23500,3358,7.0
SRX,"3,358 sqft | $7.00 psf(Built)","3,358 sqft, $7.00 psf(Built), $23,500",23500,3358,7.0
SRX,Clementi West Street 2,"Clementi West Street 2, Food And Beverage •, 3,358 sqft",23499,3358,7.0
SRX,Hongkong Street,"Hongkong Street, Retail •, 1,402 sqft",9821,1402,7.0
SRX,"3,358 sqft | $7.00 psf(Built)","3,358 sqft, $7.00 psf(Built), $23,499",23499,3358,7.0
SRX,"1,402 sqft | $7.00 psf(Built)","1,402 sqft, $7.00 psf(Built), $9,821",9821,1402,7.0
SRX,Grandlink Square,"Grandlink Square, 11,000 sqft, $7.00 psf(Built)",77000,11000,7.0
SRX,"11,000 sqft | $7.00 psf(Built)","11,000 sqft, $7.00 psf(Built), $77,000",77000,11000,7.0
SRX,Ground floor F&B / Food Hall 7 stalls in,"12d, Ground floor F&B / Food Hall 7 stalls including seating area, Restaurant • ",16597,2371,7.0
SRX,Ground Floor Canteen / Showroom / B1 usa,"12d, Ground Floor Canteen / Showroom / B1 usage at Toa Payoh, Restaurant •",42287,6041,7.0
SRX,"6,041 sqft | $7.00 psf(Built)","6,041 sqft, $7.00 psf(Built), $42,287",42287,6041,7.0
SRX,"2,371 sqft | $7.00 psf(Built)","2,371 sqft, $7.00 psf(Built), $16,597",16597,2371,7.0
SRX,"2,680 sqft | $7.00 psf(Built)","2,680 sqft, $7.00 psf(Built), $18,760",18760,2680,7.0
EdgeProp,PAYA LEBAR SQUARE,"$3,400, PAYA LEBAR SQUARE, Less than 30 mins to City Centre",3400,484,7.02
99co,AVAIL 05/01/42,"AVAIL 05/01/42, S$ 10,000/mo, S$ 7.05 psf",10000,1419,7.05
99co,"S$ 10,000/mo","S$ 10,000/mo, S$ 7.05 psf, NEGO",10000,1418,7.05
99co,Orchard Towers,"S$ 2,200/mo, S$ 7.05 psf, Orchard Towers",2200,312,7.05
99co,"S$ 2,200/mo","S$ 2,200/mo, S$ 7.05 psf",2200,312,7.05
SRX,312 sqft | $7.05 psf(Built),"312 sqft, $7.05 psf(Built), $2,200",2200,312,7.05
99co,"140 Owen Road, 218940","S$ 17,000/mo, S$ 7.08 psf, 140 Owen Road, 218940",17000,2400,7.08
99co,"S$ 17,000/mo","S$ 17,000/mo, S$ 7.08 psf",17000,2401,7.08
EdgeProp,MILLAGE,"EXCLUSIVE, $1,300, MILLAGE",1300,183,7.1
EdgeProp,UPPER BUKIT TIMAH ROAD,"EXCLUSIVE, $1,300, BUKIT TIMAH SHOPPING CENTRE",1300,183,7.1
EdgeProp,TAN CHONG TOWER,"$7,500, TAN CHONG TOWER, 7 MRT/LRTs Currently nearby",7500,1055,7.11
SRX,Telok Ayer Conservation Area,"Telok Ayer Conservation Area, Food And Beverage •, 1,900 sqft",13500,1900,7.11
SRX,"1,900 sqft | $7.11 psf(Built)","1,900 sqft, $7.11 psf(Built), $13,500",13500,1900,7.11
SRX,Kembangan Court,"12d, Kembangan Court, 506 sqft",3600,506,7.11
SRX,506 sqft | $7.11 psf(Built),"506 sqft, $7.11 psf(Built), $3,600",3600,506,7.11
99co,"108 Depot Road, 100108","S$ 2,500/mo, S$ 7.14 psf, Depot Heights Shopping Centre",2500,350,7.14
99co,"S$ 2,500/mo","S$ 2,500/mo, S$ 7.14 psf",2500,350,7.14
99co,"537 Bedok North Street 3, 460537","S$ 2,500/mo, S$ 7.14 psf, 537 Bedok North Street 3, 460537",2500,350,7.14
SRX,Karen Lim,"Depot Heights Shopping Centre, Retail •, 350 sqft",2500,350,7.14
SRX,Commercial Unit,"Depot Heights Shopping Centre, Retail •, 350 sqft",2500,350,7.14
SRX,Depot Heights Shopping Centre,"Depot Heights Shopping Centre, Retail •, 350 sqft",2500,350,7.14
SRX,350 sqft | $7.14 psf(Built),"350 sqft, $7.14 psf(Built), $2,500",2500,350,7.14
99co,READY TO MOVE,"READY TO MOVE, S$ 68,000/mo, S$ 7.16 psf",68000,9500,7.16
99co,"S$ 68,000/mo","S$ 68,000/mo, S$ 7.16 psf, STARTING PRICE",68000,9497,7.16
99co,Tanjong Pagar Conservation Area,"S$ 30,000/mo, S$ 7.17 psf, Tanjong Pagar Conservation Area",30000,4187,7.17
99co,"S$ 30,000/mo","S$ 30,000/mo, S$ 7.17 psf",30000,4184,7.17
99co,"5 Thomson Ridge, 574635","S$ 11,500/mo, S$ 7.19 psf, 5 Thomson Ridge, 574635",11500,1600,7.19
99co,"S$ 11,500/mo","S$ 11,500/mo, S$ 7.19 psf",11500,1599,7.19
99co,READY TO MOVE,"READY TO MOVE, S$ 11,500/mo, S$ 7.19 psf",11500,1600,7.19
99co,NEGO,"S$ 11,500/mo, S$ 7.19 psf, NEGO",11500,1600,7.19
EdgeProp,FAR EAST SQUARE,"$13,097, FAR EAST SQUARE, 4 Parks nearby",13097,1819,7.2
EdgeProp,FAR EAST SQUARE,"$3,795, FAR EAST SQUARE, 8 MRT/LRTs Currently nearby",3795,527,7.2
SRX,Masjid Abdul Gafoor,"13d, Masjid Abdul Gafoor, Food And Beverage •",10000,1389,7.2
SRX,"1,389 sqft | $7.20 psf(Built)","1,389 sqft, $7.20 psf(Built), $10,000",10000,1389,7.2
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 2,800/mo",2800,388,7.22
99co,"S$ 2,800/mo","S$ 2,800/mo, S$ 7.22 psf, NEGO",2800,387,7.22
SRX,Macpherson Mall,"10d, Macpherson Mall, Food And Beverage •",2800,388,7.22
SRX,388 sqft | $7.22 psf(Built),"388 sqft, $7.22 psf(Built), $2,800",2800,388,7.22
EdgeProp,PAYA LEBAR SQUARE,"$2,900, PAYA LEBAR SQUARE, Less than 30 mins to City Centre",2900,400,7.25
SRX,Race Course Road,"13d, Race Course Road, Food And Beverage •",9999,1380,7.25
SRX,"1,380 sqft | $7.25 psf(Built)","1,380 sqft, $7.25 psf(Built), $9,999",9999,1380,7.25
EdgeProp,118 ALJUNIED AVENUE 2,"$2,349, 118 ALJUNIED AVENUE 2, Less than 30 mins to City Centre",2349,323,7.27
EdgeProp,THE PROMENADE@PELIKAT,"EXCLUSIVE, $1,200, THE PROMENADE@PELIKAT",1200,165,7.27
EdgeProp,ROWELL ROAD,"EXCLUSIVE, $8,000, ROWELL ROAD",8000,1100,7.27
EdgeProp,GALAXIS,"$51,000, GALAXIS, 1 Park nearby",51000,7017,7.27
EdgeProp,13 DUXTON HILL,"EXCLUSIVE, $8,000, 13 DUXTON HILL",8000,1100,7.27
99co,READY TO MOVE,"READY TO MOVE, Faster enquiries, S$ 1,200/mo",1200,165,7.27
99co,"S$ 1,200/mo","S$ 1,200/mo, S$ 7.27 psf",1200,165,7.27
99co,Desker Road Conservation Area,"S$ 8,000/mo, S$ 7.27 psf, Desker Road Conservation Area",8000,1100,7.27
99co,"S$ 8,000/mo","S$ 8,000/mo, S$ 7.27 psf",8000,1100,7.27
99co,Desker Road Conservation Area,"S$ 7,999/mo, S$ 7.27 psf, Desker Road Conservation Area",7999,1100,7.27
99co,"S$ 7,999/mo","S$ 7,999/mo, S$ 7.27 psf",7999,1100,7.27
SRX,463 Crawford Lane,"463 Crawford Lane, Restaurant • Not Furnished •, 344 sqft",2500,344,7.27
SRX,344 sqft | $7.27 psf(Built),"344 sqft, $7.27 psf(Built), $2,500",2500,344,7.27
SRX,165 sqft | $7.27 psf(Built),"165 sqft, $7.27 psf(Built), $1,200",1200,165,7.27
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, Rowell Road, Food And Beverage •",7999,1100,7.27
SRX,Rowell Road,"Rowell Road, Food And Beverage •, 1,100 sqft",7999,1100,7.27
SRX,"1,100 sqft | $7.27 psf(Built)","1,100 sqft, $7.27 psf(Built), $7,999",7999,1100,7.27
SRX,Sembawang Cottage,"Sembawang Cottage, Food And Beverage •, 1,650 sqft",12000,1650,7.27
SRX,"1,650 sqft | $7.27 psf(Built)","1,650 sqft, $7.27 psf(Built), $12,000",12000,1650,7.27
SRX,Geylang Road,"10d, Geylang Road, Food And Beverage •",8000,1100,7.27
SRX,Cashew Park Condominium,"11d, Cashew Park Condominium, Retail •",4000,550,7.27
SRX,"1,100 sqft | $7.27 psf(Built)","1,100 sqft, $7.27 psf(Built), $8,000",8000,1100,7.27
SRX,550 sqft | $7.27 psf(Built),"550 sqft, $7.27 psf(Built), $4,000",4000,550,7.27
99co,VERIFIED,"S$ 1,100/mo, S$ 7.28 psf, The Promenade @ Pelikat",1100,151,7.28
99co,"S$ 1,100/mo","S$ 1,100/mo, S$ 7.28 psf",1100,151,7.28
EdgeProp,THE CENTRAL,"$4,400, THE CENTRAL, 5 Parks nearby",4400,603,7.3
EdgeProp,GALAXIS,"$73,000, GALAXIS, 1 Park nearby",73000,10000,7.3
99co,READY TO MOVE,"READY TO MOVE, S$ 2,350/mo, S$ 7.3 psf",2350,322,7.3
99co,"S$ 2,350/mo","S$ 2,350/mo, S$ 7.3 psf, NEGO",2350,321,7.3
99co,Kreta Ayer Conservation Area,"S$ 6,400/mo, S$ 7.3 psf, Kreta Ayer Conservation Area",6400,877,7.3
99co,"S$ 6,400/mo","S$ 6,400/mo, S$ 7.3 psf",6400,876,7.3
99co,Orchard Plaza,"S$ 3,299/mo, S$ 7.3 psf, Orchard Plaza",3299,452,7.3
99co,"S$ 3,299/mo","S$ 3,299/mo, S$ 7.3 psf",3299,451,7.3
SRX,452 sqft | $7.30 psf(Built),"452 sqft, $7.30 psf(Built), $3,299",3299,452,7.3
SRX,Aljunied Avenue 2,"14d, Aljunied Avenue 2, 322 sqft",2350,322,7.3
SRX,322 sqft | $7.30 psf(Built),"322 sqft, $7.30 psf(Built), $2,350",2350,322,7.3
SRX,Sim Lim Square,"Sim Lim Square, Retail •, 150 sqft",1100,150,7.33
SRX,150 sqft | $7.33 psf(Built),"150 sqft, $7.33 psf(Built), $1,100",1100,150,7.33
EdgeProp,PAYA LEBAR SQUARE,"$6,400, PAYA LEBAR SQUARE, Less than 30 mins to City Centre",6400,872,7.34
99co,READY TO MOVE,"READY TO MOVE, S$ 4,500/mo, S$ 7.34 psf",4500,613,7.34
99co,"S$ 4,500/mo","S$ 4,500/mo, S$ 7.34 psf, STARTING PRICE",4500,613,7.34
SRX,Arab Street,"Arab Street, Food And Beverage •, 1,900 sqft",14000,1900,7.37
SRX,"1,900 sqft | $7.37 psf(Built)","1,900 sqft, $7.37 psf(Built), $14,000",14000,1900,7.37
99co,Geylang East,"S$ 1,999/mo, S$ 7.4 psf, Geylang East",1999,270,7.4
99co,"S$ 1,999/mo","S$ 1,999/mo, S$ 7.4 psf",1999,270,7.4
EdgeProp,118 ALJUNIED AVENUE 2,"$2,000, 118 ALJUNIED AVENUE 2, 2 Bus Stops nearby",2000,270,7.41
99co,Roxy Square,"S$ 2,000/mo, S$ 7.41 psf, Roxy Square",2000,270,7.41
99co,"S$ 2,000/mo","S$ 2,000/mo, S$ 7.41 psf",2000,269,7.41
99co,"5 Jalan Besar, 208785","S$ 20,000/mo, S$ 7.41 psf, 5 Jalan Besar, 208785",20000,2700,7.41
99co,"S$ 20,000/mo","S$ 20,000/mo, S$ 7.41 psf",20000,2699,7.41
SRX,270 sqft | $7.41 psf(Built),"270 sqft, $7.41 psf(Built), $2,000",2000,270,7.41
EdgeProp,118 ALJUNIED AVENUE 2,"$2,399, 118 ALJUNIED AVENUE 2, Less than 30 mins to City Centre",2399,323,7.43
99co,Orchard Towers,"S$ 2,000/mo, S$ 7.43 psf, Orchard Towers",2000,269,7.43
EdgeProp,GALAXIS,"$20,000, GALAXIS, Less than 30 mins to City Centre",20000,2685,7.45
99co,"35 Selegie Road, 188307","S$ 16,000/mo, S$ 7.47 psf, Parklane Shopping Mall",16000,2141,7.47
99co,"S$ 16,000/mo","S$ 16,000/mo, S$ 7.47 psf",16000,2141,7.47
EdgeProp,CITY GATE,"$3,300, CITY GATE, 1 Park nearby",3300,441,7.48
99co,READY TO MOVE,"READY TO MOVE, S$ 3,290/mo, S$ 7.48 psf",3290,440,7.48
99co,"S$ 3,290/mo","S$ 3,290/mo, S$ 7.48 psf",3290,439,7.48
SRX,441 sqft | $7.48 psf(Built),"441 sqft, $7.48 psf(Built), $3,300",3300,441,7.48
EdgeProp,ALEXANDRA POINT,"$8,392, ALEXANDRA POINT, Less than 30 mins to City Centre",8392,1119,7.5
EdgeProp,Unknown,"$11,497, VALLEY POINT SHOPPING CENTRE, 2 MRT/LRTs Currently nearby",11497,1533,7.5
EdgeProp,ALEXANDRA POINT,"$74,355, ALEXANDRA POINT, Less than 30 mins to City Centre",74355,9914,7.5
EdgeProp,ALEXANDRA POINT,"$26,317, ALEXANDRA POINT, 1 MRT/LRT Currently nearby",26317,3509,7.5
EdgeProp,Unknown,"$30,195, VALLEY POINT SHOPPING CENTRE, 2 Parks nearby",30195,4026,7.5
EdgeProp,ALEXANDRA POINT,"$37,613, ALEXANDRA POINT, 2 Bus Stops nearby",37613,5015,7.5
EdgeProp,ALEXANDRA POINT,"$36,735, ALEXANDRA POINT, 2 Bus Stops nearby",36735,4898,7.5
EdgeProp,ALEXANDRA POINT,"$28,575, ALEXANDRA POINT, 4 Parks nearby",28575,3810,7.5
EdgeProp,NEXUS @ONE-NORTH,"$56,471, NEXUS @ONE-NORTH, 1 MRT/LRT Currently nearby",56471,7529,7.5
EdgeProp,72 TRAS STREET,"EXCLUSIVE, $18,750, 72 TRAS STREET",18750,2500,7.5
EdgeProp,GOLDEN LANDMARK,"EXCLUSIVE, $2,340, GOLDEN LANDMARK",2340,312,7.5
EdgeProp,ORCHARD PLAZA,"EXCLUSIVE, $12,112, ORCHARD PLAZA",12112,1615,7.5
EdgeProp,CUPPAGE PLAZA,"EXCLUSIVE, $22,687, CUPPAGE PLAZA",22687,3025,7.5
EdgeProp,CUPPAGE PLAZA,"$22,688, CUPPAGE PLAZA, Less than 30 mins to City Centre",22688,3025,7.5
EdgeProp,CECIL HOUSE,"$51,180, CECIL HOUSE, 14 Malls nearby",51180,6823,7.5
99co,Perennial Business City,"S$ 75,000/mo, S$ 7.5 psf, Perennial Business City",75000,10000,7.5
99co,"S$ 75,000/mo","S$ 75,000/mo, S$ 7.5 psf",75000,10000,7.5
99co,READY TO MOVE,"READY TO MOVE, S$ 4,200/mo, S$ 7.5 psf",4200,560,7.5
99co,VERIFIED,"S$ 1,500/mo, S$ 7.5 psf, High Street Centre",1500,200,7.5
99co,"S$ 4,200/mo","S$ 4,200/mo, S$ 7.5 psf",4200,560,7.5
99co,"S$ 1,500/mo","S$ 1,500/mo, S$ 7.5 psf",1500,200,7.5
99co,The Golden Landmark,"S$ 2,340/mo, S$ 7.5 psf, The Golden Landmark",2340,312,7.5
99co,"S$ 2,340/mo","S$ 2,340/mo, S$ 7.5 psf",2340,312,7.5
99co,NEGO,"S$ 15,338/mo, S$ 7.5 psf, NEGO",15338,2045,7.5
99co,"35 Selegie Road, 188307","S$ 16,058/mo, S$ 7.5 psf, Parklane Shopping Mall",16058,2141,7.5
99co,"S$ 15,338/mo","S$ 15,338/mo, S$ 7.5 psf, NEGO",15338,2045,7.5
99co,"S$ 16,058/mo","S$ 16,058/mo, S$ 7.5 psf",16058,2141,7.5
99co,READY TO MOVE,"READY TO MOVE, S$ 16,500/mo, S$ 7.5 psf",16500,2199,7.5
99co,"S$ 16,500/mo","S$ 16,500/mo, S$ 7.5 psf",16500,2200,7.5
99co,NEGO,"S$ 8,962/mo, S$ 7.5 psf, NEGO",8962,1195,7.5
99co,"S$ 8,962/mo","S$ 8,962/mo, S$ 7.5 psf, NEGO",8962,1194,7.5
99co,"35 Selegie Road, 188307","S$ 8,565/mo, S$ 7.5 psf, Parklane Shopping Mall",8565,1142,7.5
99co,"S$ 8,565/mo","S$ 8,565/mo, S$ 7.5 psf",8565,1142,7.5
99co,Enquire on multiple listings at once,"Faster enquiries, S$ 16,058/mo, S$ 7.5 psf",16058,2141,7.5
SRX,The Heart,"The Heart, Retail •, 2,045 sqft",15338,2045,7.5
SRX,High Street Centre,"High Street Centre, Retail •, 200 sqft",1500,200,7.5
SRX,"2,045 sqft | $7.50 psf(Built)","2,045 sqft, $7.50 psf(Built), $15,338",15338,2045,7.5
SRX,200 sqft | $7.50 psf(Built),"200 sqft, $7.50 psf(Built), $1,500",1500,200,7.5
SRX,Alvin Charm,"Parklane Shopping Mall, Retail •, 2,141 sqft",16058,2141,7.5
SRX,Commercial Unit,"Parklane Shopping Mall, Retail •, 2,141 sqft",16058,2141,7.5
SRX,Parklane Shopping Mall,"Parklane Shopping Mall, Retail •, 2,141 sqft",16058,2141,7.5
SRX,"2,141 sqft | $7.50 psf(Built)","2,141 sqft, $7.50 psf(Built), $16,058",16058,2141,7.5
SRX,Havelock2,"Havelock2, Retail •, 1,195 sqft",8962,1195,7.5
SRX,"1,195 sqft | $7.50 psf(Built)","1,195 sqft, $7.50 psf(Built), $8,962",8962,1195,7.5
SRX,Aneurin Kang,"Parklane Shopping Mall, 2,141 sqft, $7.50 psf(Built)",16058,2141,7.5
SRX,Aneurin Kang,"Parklane Shopping Mall, 1,142 sqft, $7.50 psf(Built)",8565,1142,7.5
SRX,Commercial Unit,"Parklane Shopping Mall, 1,142 sqft, $7.50 psf(Built)",8565,1142,7.5
SRX,Parklane Shopping Mall,"Parklane Shopping Mall, 1,142 sqft, $7.50 psf(Built)",8565,1142,7.5
SRX,"1,142 sqft | $7.50 psf(Built)","1,142 sqft, $7.50 psf(Built), $8,565",8565,1142,7.5
SRX,"3,025 sqft | $7.50 psf(Built)","3,025 sqft, $7.50 psf(Built), $22,687",22687,3025,7.5
EdgeProp,EON SHENTON,"EXCLUSIVE, $3,800, EON SHENTON",3800,506,7.51
99co,"16 Ann Siang Road, 069696","S$ 20,800/mo, S$ 7.53 psf, 16 Ann Siang Road, 069696",20800,2762,7.53
99co,"S$ 20,800/mo","S$ 20,800/mo, S$ 7.53 psf",20800,2762,7.53
EdgeProp,PAYA LEBAR SQUARE,"$11,700, PAYA LEBAR SQUARE, Only 9.1% above Project Avg",11700,1550,7.55
EdgeProp,CITY GATE,"$3,500, CITY GATE, 6 Malls nearby",3500,463,7.56
EdgeProp,CROWN AT ROBINSON,"$6,999, CROWN AT ROBINSON, Less than 30 mins to City Centre",6999,926,7.56
EdgeProp,TAHIR BUILDING,"$6,999, TAHIR BUILDING, 3 Parks nearby",6999,926,7.56
99co,READY TO MOVE,"READY TO MOVE, S$ 2,850/mo, S$ 7.56 psf",2850,377,7.56
99co,"S$ 2,850/mo","S$ 2,850/mo, S$ 7.56 psf, NEGO",2850,376,7.56
99co,NEGO,"S$ 34,000/mo, S$ 7.56 psf, NEGO",34000,4500,7.56
99co,"S$ 34,000/mo","S$ 34,000/mo, S$ 7.56 psf, NEGO",34000,4497,7.56
SRX,Kea Jin Suan,"Concorde Shopping Centre, 377 sqft, $7.56 psf(Built)",2850,377,7.56
SRX,Commercial Unit,"Concorde Shopping Centre, 377 sqft, $7.56 psf(Built)",2850,377,7.56
SRX,Concorde Shopping Centre,"Concorde Shopping Centre, 377 sqft, $7.56 psf(Built)",2850,377,7.56
SRX,377 sqft | $7.56 psf(Built),"377 sqft, $7.56 psf(Built), $2,850",2850,377,7.56
EdgeProp,HUB SYNERGY POINT,"EXCLUSIVE, $20,221, HUB SYNERGY POINT",20221,2668,7.58
99co,"11 Syed Alwi Road, 207629","S$ 18,500/mo, S$ 7.58 psf, 11 Syed Alwi Road, 207629",18500,2440,7.58
99co,NEGO,"S$ 18,500/mo, S$ 7.58 psf, NEGO",18500,2440,7.58
99co,"S$ 18,500/mo","S$ 18,500/mo, S$ 7.58 psf, NEGO",18500,2440,7.58
EdgeProp,FAR EAST SQUARE,"$10,716, FAR EAST SQUARE, 15 Malls nearby",10716,1410,7.6
EdgeProp,FAR EAST SQUARE,"$19,966, FAR EAST SQUARE, 8 MRT/LRTs Currently nearby",19966,2627,7.6
99co,Reservoir Village,"S$ 5,500/mo, S$ 7.64 psf, Reservoir Village",5500,720,7.64
99co,"S$ 5,500/mo","S$ 5,500/mo, S$ 7.64 psf",5500,719,7.64
SRX,City Gate,"City Gate, Food And Beverage •, 900 sqft",6900,900,7.67
SRX,900 sqft | $7.67 psf(Built),"900 sqft, $7.67 psf(Built), $6,900",6900,900,7.67
99co,Woodlands Street 13,"S$ 6,000/mo, S$ 7.69 psf, Woodlands Street 13",6000,780,7.69
99co,"S$ 6,000/mo","S$ 6,000/mo, S$ 7.69 psf",6000,780,7.69
99co,Orchard Plaza,"S$ 2,900/mo, S$ 7.69 psf, Orchard Plaza",2900,377,7.69
99co,"S$ 2,900/mo","S$ 2,900/mo, S$ 7.69 psf",2900,377,7.69
EdgeProp,ORCHARD PLAZA,"EXCLUSIVE, $2,902, ORCHARD PLAZA",2902,377,7.7
99co,"S$ 2,902/mo","S$ 2,902/mo, S$ 7.7 psf",2902,376,7.7
SRX,Townshend Road,"Townshend Road, Food And Beverage •, 1,100 sqft",8500,1100,7.73
SRX,"1,100 sqft | $7.73 psf(Built)","1,100 sqft, $7.73 psf(Built), $8,500",8500,1100,7.73
EdgeProp,PARKWAY PARADE,"$7,400, PARKWAY PARADE, 1 Park nearby",7400,956,7.74
99co,Space @ Kovan,"S$ 2,000/mo, S$ 7.75 psf, Space @ Kovan",2000,258,7.75
99co,"S$ 2,000/mo","S$ 2,000/mo, S$ 7.75 psf",2000,258,7.75
99co,"3 Everton Park, 080003","S$ 3,499/mo, S$ 7.78 psf, 3 Everton Park, 080003",3499,450,7.78
99co,"S$ 3,499/mo","S$ 3,499/mo, S$ 7.78 psf",3499,449,7.78
99co,"35 Selegie Road, 188307","S$ 8,888/mo, S$ 7.78 psf, Parklane Shopping Mall",8888,1142,7.78
99co,"S$ 8,888/mo","S$ 8,888/mo, S$ 7.78 psf",8888,1142,7.78
SRX,Victor Koh W B,"Parklane Shopping Mall, Retail •, 1,142 sqft",8888,1142,7.78
SRX,Commercial Unit,"Parklane Shopping Mall, Retail •, 1,142 sqft",8888,1142,7.78
SRX,Parklane Shopping Mall,"Parklane Shopping Mall, Retail •, 1,142 sqft",8888,1142,7.78
SRX,"1,142 sqft | $7.78 psf(Built)","1,142 sqft, $7.78 psf(Built), $8,888",8888,1142,7.78
SRX,Hola Centre,"11d, Hola Centre, Food And Beverage •",15000,1927,7.78
SRX,"1,927 sqft | $7.78 psf(Built)","1,927 sqft, $7.78 psf(Built), $15,000",15000,1927,7.78
EdgeProp,HSBC BUILDING,"$11,700, HSBC BUILDING, 11 Malls nearby",11700,1500,7.8
EdgeProp,HSBC BUILDING,"$28,197, HSBC BUILDING, 11 Malls nearby",28197,3615,7.8
EdgeProp,HSBC BUILDING,"$49,303, HSBC BUILDING, 5 Parks nearby",49303,6321,7.8
EdgeProp,GOLDEN LANDMARK,"EXCLUSIVE, $2,854, GOLDEN LANDMARK",2854,366,7.8
99co,The Golden Landmark,"S$ 2,854/mo, S$ 7.8 psf, The Golden Landmark",2854,366,7.8
99co,"S$ 2,854/mo","S$ 2,854/mo, S$ 7.8 psf",2854,365,7.8
99co,"204 Jalan Besar, 208890","S$ 10,000/mo, S$ 7.81 psf, 204 Jalan Besar, 208890",10000,1281,7.81
99co,One Dusun Residences,"S$ 1,780/mo, S$ 7.81 psf, One Dusun Residences",1780,228,7.81
99co,"S$ 10,000/mo","S$ 10,000/mo, S$ 7.81 psf",10000,1280,7.81
99co,"S$ 1,780/mo","S$ 1,780/mo, S$ 7.81 psf",1780,227,7.81
99co,NEGO,"S$ 1,350/mo, S$ 7.85 psf, NEGO",1350,172,7.85
99co,"S$ 1,350/mo","S$ 1,350/mo, S$ 7.85 psf, NEGO",1350,171,7.85
SRX,Dennis Lim,"Upper Serangoon Shopping Centre, Retail •, 172 sqft",1350,172,7.85
SRX,Commercial Unit,"Upper Serangoon Shopping Centre, Retail •, 172 sqft",1350,172,7.85
SRX,Upper Serangoon Shopping Centre,"Upper Serangoon Shopping Centre, Retail •, 172 sqft",1350,172,7.85
SRX,172 sqft | $7.85 psf(Built),"172 sqft, $7.85 psf(Built), $1,350",1350,172,7.85
99co,READY TO MOVE,"READY TO MOVE, S$ 12,000/mo, S$ 7.86 psf",12000,1526,7.86
99co,"S$ 12,000/mo","S$ 12,000/mo, S$ 7.86 psf, NEGO",12000,1526,7.86
SRX,Little India Conservation Area,"12d, Little India Conservation Area, Food And Beverage •",11000,1400,7.86
SRX,"1,400 sqft | $7.86 psf(Built)","1,400 sqft, $7.86 psf(Built), $11,000",11000,1400,7.86
EdgeProp,CENTRAL PLAZA,"$28,234, CENTRAL PLAZA, 2 Bus Stops nearby",28234,3574,7.9
EdgeProp,FAR EAST SQUARE,"$7,482, FAR EAST SQUARE, 8 MRT/LRTs Currently nearby",7482,947,7.9
99co,The Midtown,"S$ 6,300/mo, S$ 7.91 psf, The Midtown",6300,796,7.91
99co,NEGO,"S$ 8,999/mo, S$ 7.91 psf, NEGO",8999,1138,7.91
99co,"S$ 8,999/mo","S$ 8,999/mo, S$ 7.91 psf, NEGO",8999,1137,7.91
99co,"S$ 6,300/mo","S$ 6,300/mo, S$ 7.91 psf",6300,796,7.91
EdgeProp,60 TRAS STREET,"EXCLUSIVE, $9,500, 60 TRAS STREET",9500,1200,7.92
99co,"58 Tras Street, 078997","S$ 9,500/mo, S$ 7.92 psf, 58 Tras Street, 078997",9500,1200,7.92
99co,"S$ 9,500/mo","S$ 9,500/mo, S$ 7.92 psf",9500,1199,7.92
99co,NEGO,"S$ 9,500/mo, S$ 7.92 psf, NEGO",9500,1200,7.92
99co,READY TO MOVE,"READY TO MOVE, S$ 5,900/mo, S$ 7.95 psf",5900,742,7.95
