Source,Project,Address,Price,Size_sqft,PSF
99co,"S$ 1,500/mo","S$ 1,500/mo, S$ 12.5 psf",1500,120,12.5
SRX,North Canal Road,"North Canal Road, Food And Beverage •, 1,934 sqft",24175,1934,12.5
SRX,"1,934 sqft | $12.50 psf(Built)","1,934 sqft, $12.50 psf(Built), $24,175",24175,1934,12.5
SRX,Club Street,"14d, Club Street, Food And Beverage •",14737,1179,12.5
SRX,"1,179 sqft | $12.50 psf(Built)","1,179 sqft, $12.50 psf(Built), $14,737",14737,1179,12.5
99co,"594 Serangoon Road, 218208","S$ 14,888/mo, S$ 12.54 psf, 594 Serangoon Road, 218208",14888,1187,12.54
99co,"S$ 14,888/mo","S$ 14,888/mo, S$ 12.54 psf",14888,1187,12.54
99co,VIEW TO OFFER,"S$ 2,700/mo, S$ 12.56 psf, VIEW TO OFFER",2700,215,12.56
99co,"S$ 2,700/mo","S$ 2,700/mo, S$ 12.56 psf, VIEW TO OFFER",2700,214,12.56
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, Far East Plaza, 215 sqft",2700,215,12.56
SRX,Far East Plaza,"Far East Plaza, 215 sqft, $12.56 psf(Built)",2700,215,12.56
SRX,215 sqft | $12.56 psf(Built),"215 sqft, $12.56 psf(Built), $2,700",2700,215,12.56
99co,Malacca Centre,"S$ 23,000/mo, S$ 12.57 psf, Malacca Centre",23000,1830,12.57
99co,"S$ 23,000/mo","S$ 23,000/mo, S$ 12.57 psf",23000,1829,12.57
EdgeProp,SUNTEC TOWER ONE,"$27,720, SUNTEC TOWER ONE, Less than 30 mins to City Centre",27720,2200,12.6
EdgeProp,FAR EAST PLAZA,"EXCLUSIVE, $2,444, FAR EAST PLAZA",2444,194,12.6
99co,Haig View,"S$ 8,200/mo, S$ 12.62 psf, Haig View",8200,650,12.62
99co,"S$ 8,200/mo","S$ 8,200/mo, S$ 12.62 psf",8200,649,12.62
SRX,Serangoon Road,"Serangoon Road, Food And Beverage •, 1,187 sqft",15000,1187,12.64
SRX,Serangoon Road,"Serangoon Road, Food And Beverage •, 1,187 sqft",14999,1187,12.64
SRX,"1,187 sqft | $12.64 psf(Built)","1,187 sqft, $12.64 psf(Built), $15,000",15000,1187,12.64
SRX,"1,187 sqft | $12.64 psf(Built)","1,187 sqft, $12.64 psf(Built), $14,999",14999,1187,12.64
99co,READY TO MOVE,"READY TO MOVE, S$ 3,800/mo, S$ 12.67 psf",3800,300,12.67
99co,"S$ 3,800/mo","S$ 3,800/mo, S$ 12.67 psf",3800,299,12.67
99co,Yuhua Place,"S$ 3,800/mo, S$ 12.67 psf, Yuhua Place",3800,300,12.67
SRX,People's Park Complex,"People's Park Complex, Retail •, 750 sqft",9500,750,12.67
SRX,750 sqft | $12.67 psf(Built),"750 sqft, $12.67 psf(Built), $9,500",9500,750,12.67
EdgeProp,FAR EAST PLAZA,"$9,000, FAR EAST PLAZA, 35.2% below Project Avg",9000,710,12.68
99co,AVAIL 31/08/26,"AVAIL 31/08/26, Curated by 99, S$ 9,000/mo",9000,710,12.68
99co,"S$ 9,000/mo","S$ 9,000/mo, S$ 12.68 psf",9000,709,12.68
99co,AVAIL 31/07/26,"AVAIL 31/07/26, S$ 19,000/mo, S$ 12.71 psf",19000,1495,12.71
99co,"S$ 19,000/mo","S$ 19,000/mo, S$ 12.71 psf",19000,1494,12.71
SRX,Tahir Building,"15d, Tahir Building, Retail •",1500,118,12.71
SRX,118 sqft | $12.71 psf(Built),"118 sqft, $12.71 psf(Built), $1,500",1500,118,12.71
EdgeProp,BANK OF SINGAPORE CENTRE,"$96,000, BANK OF SINGAPORE CENTRE, 5 Parks nearby",96000,7535,12.74
EdgeProp,BANK OF SINGAPORE CENTRE,"$117,000, BANK OF SINGAPORE CENTRE, 5 Parks nearby",117000,9162,12.77
99co,Hoot Kiam Garden,"S$ 5,500/mo, S$ 12.79 psf, Hoot Kiam Garden",5500,430,12.79
99co,"S$ 5,500/mo","S$ 5,500/mo, S$ 12.79 psf",5500,430,12.79
EdgeProp,STRAITS TRADING BUILDING,"$17,868, STRAITS TRADING BUILDING, Less than 30 mins to City Centre",17868,1396,12.8
SRX,BUKIT PASOH EXTNSN CONSTN AREA,"12d, BUKIT PASOH EXTNSN CONSTN AREA, Food And Beverage •",18000,1400,12.86
SRX,"1,400 sqft | $12.86 psf(Built)","1,400 sqft, $12.86 psf(Built), $18,000",18000,1400,12.86
SRX,Cheng San Centre,"11d, Cheng San Centre, Food And Beverage •",16500,1281,12.88
SRX,"1,281 sqft | $12.88 psf(Built)","1,281 sqft, $12.88 psf(Built), $16,500",16500,1281,12.88
99co,"545 Orchard Road, 238882","S$ 5,000/mo, S$ 12.89 psf, Far East Shopping Centre",5000,388,12.89
99co,"S$ 5,000/mo","S$ 5,000/mo, S$ 12.89 psf",5000,387,12.89
EdgeProp,99 Yrs From 01/09/2002,"EXCLUSIVE, $25,856, F&B / RETAIL / COMMERCIAL SHOPS ALONG ESPLANADE",25856,2004,12.9
EdgeProp,325 WOODLANDS STREET 32,"EXCLUSIVE, $4,200, 325 WOODLANDS STREET 32",4200,325,12.92
EdgeProp,LUCKY PLAZA,"$5,000, LUCKY PLAZA, 2 Bus Stops nearby",5000,387,12.92
SRX,387 sqft | $12.92 psf(Built),"387 sqft, $12.92 psf(Built), $5,000",5000,387,12.92
EdgeProp,CAPITAGREEN,"$69,000, CAPITAGREEN, 3 Parks nearby",69000,5338,12.93
99co,READY TO MOVE,"READY TO MOVE, S$ 5,300/mo, S$ 12.93 psf",5300,410,12.93
99co,"S$ 5,300/mo","S$ 5,300/mo, S$ 12.93 psf, VIEW TO OFFER",5300,409,12.93
EdgeProp,SINGAPORE LAND TOWER,"$25,900, SINGAPORE LAND TOWER, Less than 30 mins to City Centre",25900,2000,12.95
EdgeProp,CAPITAGREEN,"$44,000, CAPITAGREEN, Less than 30 mins to City Centre",44000,3392,12.97
99co,NEGO,"S$ 3,490/mo, S$ 12.97 psf, NEGO",3490,269,12.97
99co,"S$ 3,490/mo","S$ 3,490/mo, S$ 12.97 psf, NEGO",3490,269,12.97
EdgeProp,ASIA SQUARE TOWER 2,"$109,000, ASIA SQUARE TOWER 2, 7 MRT/LRTs Currently nearby",109000,8393,12.99
99co,Orchard Plaza,"S$ 2,520/mo, S$ 12.99 psf, Orchard Plaza",2520,194,12.99
99co,"S$ 2,520/mo","S$ 2,520/mo, S$ 12.99 psf",2520,193,12.99
99co,"8 Club Street, 069472","S$ 6,157/mo, S$ 12.99 psf, 8 Club Street, 069472",6157,474,12.99
99co,"S$ 6,157/mo","S$ 6,157/mo, S$ 12.99 psf",6157,473,12.99
SRX,Club Street,"11d, Club Street, Retail •",3638,280,12.99
SRX,280 sqft | $12.99 psf(Built),"280 sqft, $12.99 psf(Built), $3,638",3638,280,12.99
EdgeProp,North Bridge Road,"$13 PSF, 2,150 sqft, 999 years",27950,2150,13.0
EdgeProp,$13 PSF,"$13 PSF, D20, 527 sqft",6851,527,13.0
EdgeProp,Woodlands Street 32,"$13 PSF, D25, 325 sqft",4225,325,13.0
EdgeProp,TEMASEK BOULEVARD,"$13 PSF, 2,200 sqft, 99 Years",28600,2200,13.0
EdgeProp,Freehold,"$13 PSF, Built: 1973, 240 sqft",3120,240,13.0
EdgeProp,Battery Road,"$13 PSF, 2,000 sqft, 999 years",26000,2000,13.0
EdgeProp,Raffles Place,"$13 PSF, 2,000 sqft, Raffles Place",26000,2000,13.0
EdgeProp,Battery Road,"$13 PSF, 1,396 sqft, 999 years",18148,1396,13.0
EdgeProp,SINGAPORE LAND TOWER,"$25,610, SINGAPORE LAND TOWER, 5 Parks nearby",25610,1970,13.0
EdgeProp,Raffles Place,"$13 PSF, 1,970 sqft, Raffles Place",25610,1970,13.0
EdgeProp,Raffles Place,"$13 PSF, 3,132 sqft, Raffles Place",40716,3132,13.0
EdgeProp,Raffles Place,"$13 PSF, 850 sqft, Raffles Place",11050,850,13.0
EdgeProp,99 Yrs From 01/01/1979,"$13 PSF, D16, 380 sqft",4940,380,13.0
EdgeProp,99 Yrs From 01/09/2002,"$13 PSF, D19, 2,004 sqft",26052,2004,13.0
EdgeProp,Freehold,"$13 PSF, Built: 1982, 710 sqft",9230,710,13.0
EdgeProp,Freehold,"$13 PSF, 9,162 sqft, Freehold",119106,9162,13.0
EdgeProp,Freehold,"$13 PSF, 7,535 sqft, Freehold",97955,7535,13.0
EdgeProp,99 yrs from 07/12/1989,"$13 PSF, 4,801 sqft, 99 yrs from 07/12/1989",62413,4801,13.0
EdgeProp,CAPITAGREEN,"$34,697, CAPITAGREEN, 7 MRT/LRTs Currently nearby",34697,2669,13.0
EdgeProp,Market Street,"$13 PSF, 2,669 sqft, 99 years",34697,2669,13.0
EdgeProp,Market Street,"$13 PSF, 5,338 sqft, 99 years",69394,5338,13.0
EdgeProp,Market Street,"$13 PSF, 3,392 sqft, 99 years",44096,3392,13.0
EdgeProp,Marina View,"$13 PSF, 8,393 sqft, 99 years",109109,8393,13.0
EdgeProp,Freehold,"$13 PSF, 387 sqft, Freehold",5031,387,13.0
EdgeProp,$13 PSF,"$13 PSF, 3,294 sqft",42822,3294,13.0
EdgeProp,MARINA BAY FINANCIAL CENTRE TOWER 3,"EXCLUSIVE, $69,966, MARINA BAY FINANCIAL CENTRE TOWER 3",69966,5382,13.0
EdgeProp,12 Marina Boulevard,"$13 PSF, 5,382 sqft, 99 years",69966,5382,13.0
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $3,497, LUCKY PLAZA",3497,269,13.0
EdgeProp,Freehold,"$13 PSF, Built: 1979, 269 sqft",3497,269,13.0
EdgeProp,ORCHARD PLAZA,"EXCLUSIVE, $2,522, ORCHARD PLAZA",2522,194,13.0
EdgeProp,Orchard Road,"$13 PSF, 194 sqft, 99 Years",2522,194,13.0
EdgeProp,Orchard Road,"EXCLUSIVE, $6,019, FAR EAST SHOPPING CENTRE",6019,463,13.0
EdgeProp,Orchard Road,"EXCLUSIVE, $5,044, FAR EAST SHOPPING CENTRE",5044,388,13.0
EdgeProp,CUPPAGE PLAZA,"EXCLUSIVE, $3,666, CUPPAGE PLAZA",3666,282,13.0
EdgeProp,Koek Road,"$13 PSF, 282 sqft, 99 Years",3666,282,13.0
EdgeProp,Koek Road,"$13 PSF, Built: 1001, 801 sqft",10413,801,13.0
EdgeProp,CUPPAGE PLAZA,"EXCLUSIVE, $3,315, CUPPAGE PLAZA",3315,255,13.0
EdgeProp,Koek Road,"$13 PSF, 255 sqft, 99 Years",3315,255,13.0
EdgeProp,FAR EAST PLAZA,"EXCLUSIVE, $3,497, FAR EAST PLAZA",3497,269,13.0
EdgeProp,Freehold,"$13 PSF, Built: 1982, 194 sqft",2522,194,13.0
99co,"S$ 3,497/mo","S$ 3,497/mo, S$ 13 psf",3497,269,13.0
99co,"S$ 2,522/mo","S$ 2,522/mo, S$ 13 psf",2522,194,13.0
99co,VIEW TO OFFER,"S$ 3,497/mo, S$ 13 psf, VIEW TO OFFER",3497,269,13.0
SRX,269 sqft | $13.00 psf(Built),"269 sqft, $13.00 psf(Built), $3,497",3497,269,13.0
SRX,Boat Quay Conservation Area,"13d, Boat Quay Conservation Area, Food And Beverage •",53703,4131,13.0
SRX,"4,131 sqft | $13.00 psf(Built)","4,131 sqft, $13.00 psf(Built), $53,703",53703,4131,13.0
99co,AVAIL 15/07/26,"AVAIL 15/07/26, S$ 14,000/mo, S$ 13.01 psf",14000,1076,13.01
99co,"S$ 14,000/mo","S$ 14,000/mo, S$ 13.01 psf",14000,1076,13.01
99co,The Citron,"S$ 3,500/mo, S$ 13.01 psf, The Citron",3500,269,13.01
99co,"S$ 3,500/mo","S$ 3,500/mo, S$ 13.01 psf",3500,269,13.01
EdgeProp,BUGIS CUBE,"$27,999, BUGIS CUBE, 4 Bus Stops nearby",27999,2150,13.02
99co,"S$ 27,999/mo","S$ 27,999/mo, S$ 13.02 psf",27999,2150,13.02
SRX,Club Street,"15d, Club Street, Food And Beverage •",6157,473,13.02
SRX,473 sqft | $13.02 psf(Built),"473 sqft, $13.02 psf(Built), $6,157",6157,473,13.02
99co,VIEW TO OFFER,"S$ 19,000/mo, S$ 13.04 psf, VIEW TO OFFER",19000,1457,13.04
99co,"S$ 19,000/mo","S$ 19,000/mo, S$ 13.04 psf, VIEW TO OFFER",19000,1457,13.04
SRX,One Fullerton,"11d, One Fullerton, Retail •",2808,215,13.06
SRX,215 sqft | $13.06 psf(Built),"215 sqft, $13.06 psf(Built), $2,808",2808,215,13.06
EdgeProp,SINGAPORE LAND TOWER,"$41,000, SINGAPORE LAND TOWER, 13 Malls nearby",41000,3132,13.09
SRX,Club Street,"14d, Club Street, Retail •",5688,433,13.14
SRX,433 sqft | $13.14 psf(Built),"433 sqft, $13.14 psf(Built), $5,688",5688,433,13.14
99co,The Atrium @ Orchard,"S$ 8,600/mo, S$ 13.15 psf, The Atrium @ Orchard",8600,654,13.15
99co,"S$ 8,600/mo","S$ 8,600/mo, S$ 13.15 psf",8600,653,13.15
EdgeProp,136 BEDOK NORTH AVENUE 3,"$5,000, 136 BEDOK NORTH AVENUE 3, 2 Malls nearby",5000,380,13.16
99co,"210 Lavender Street, 338768","S$ 50,000/mo, S$ 13.16 psf, 210 Lavender Street, 338768",50000,3798,13.16
99co,"S$ 50,000/mo","S$ 50,000/mo, S$ 13.16 psf",50000,3799,13.16
99co,The Dairy Farm,"S$ 5,400/mo, S$ 13.17 psf, The Dairy Farm",5400,410,13.17
99co,"S$ 5,400/mo","S$ 5,400/mo, S$ 13.17 psf",5400,410,13.17
99co,Bishan Green,"S$ 8,800/mo, S$ 13.17 psf, Bishan Green",8800,668,13.17
99co,"S$ 8,800/mo","S$ 8,800/mo, S$ 13.17 psf",8800,668,13.17
EdgeProp,ONE RAFFLES PLACE,"$43,480, ONE RAFFLES PLACE, 4 Parks nearby",43480,3294,13.2
SRX,Club Street,"14d, Club Street, Retail •",4488,340,13.2
SRX,340 sqft | $13.20 psf(Built),"340 sqft, $13.20 psf(Built), $4,488",4488,340,13.2
99co,Tanjong Pagar Conservation Area,"S$ 39,800/mo, S$ 13.27 psf, Tanjong Pagar Conservation Area",39800,3000,13.27
99co,"S$ 39,800/mo","S$ 39,800/mo, S$ 13.27 psf",39800,2999,13.27
EdgeProp,Evon Goh,"EXCLUSIVE, $7,000, 316B ANG MO KIO STREET 31",7000,527,13.28
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 33,000/mo",33000,2485,13.28
99co,"S$ 33,000/mo","S$ 33,000/mo, S$ 13.28 psf",33000,2484,13.28
SRX,Ann Siang Road,"14d, Ann Siang Road, Food And Beverage •",33000,2485,13.28
SRX,"2,485 sqft | $13.28 psf(Built)","2,485 sqft, $13.28 psf(Built), $33,000",33000,2485,13.28
EdgeProp,ORCHARD TOWERS,"$3,199, ORCHARD TOWERS, Less than 30 mins to City Centre",3199,240,13.33
99co,AVAIL 01/10/26,"AVAIL 01/10/26, S$ 10,000/mo, S$ 13.33 psf",10000,750,13.33
99co,"S$ 10,000/mo","S$ 10,000/mo, S$ 13.33 psf",10000,750,13.33
99co,Tanjong Pagar Conservation Area,"S$ 40,000/mo, S$ 13.33 psf, Tanjong Pagar Conservation Area",40000,3000,13.33
99co,"S$ 40,000/mo","S$ 40,000/mo, S$ 13.33 psf",40000,3000,13.33
99co,Hong Lim Complex,"S$ 4,000/mo, S$ 13.33 psf, Hong Lim Complex",4000,300,13.33
99co,"S$ 4,000/mo","S$ 4,000/mo, S$ 13.33 psf",4000,300,13.33
99co,"333 Kreta Ayer Road, 080333","S$ 1,600/mo, S$ 13.33 psf, 333 Kreta Ayer Road, 080333",1600,120,13.33
99co,"S$ 1,600/mo","S$ 1,600/mo, S$ 13.33 psf",1600,120,13.33
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, 14d, Hong Lim Complex",4000,300,13.33
SRX,300 sqft | $13.33 psf(Built),"300 sqft, $13.33 psf(Built), $4,000",4000,300,13.33
EdgeProp,SINGAPORE LAND TOWER,"$11,350, SINGAPORE LAND TOWER, 4 MRT/LRTs Currently nearby",11350,850,13.35
EdgeProp,STRAITS TRADING BUILDING,"$26,724, STRAITS TRADING BUILDING, 14 Malls nearby",26724,2000,13.36
99co,Junction Nine,"S$ 2,600/mo, S$ 13.4 psf, Junction Nine",2600,194,13.4
99co,"S$ 2,600/mo","S$ 2,600/mo, S$ 13.4 psf",2600,194,13.4
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $5,818, LUCKY PLAZA",5818,431,13.5
SRX,431 sqft | $13.50 psf(Built),"431 sqft, $13.50 psf(Built), $5,818",5818,431,13.5
SRX,Oxley Tower,"14d, Oxley Tower, Retail •",3500,258,13.57
SRX,258 sqft | $13.57 psf(Built),"258 sqft, $13.57 psf(Built), $3,500",3500,258,13.57
99co,READY TO MOVE,"READY TO MOVE, S$ 17,572/mo, S$ 13.6 psf",17572,1292,13.6
99co,"S$ 17,572/mo","S$ 17,572/mo, S$ 13.6 psf",17572,1292,13.6
SRX,Lucky Plaza,"Lucky Plaza, 250 sqft, $13.60 psf(Built)",3400,250,13.6
SRX,250 sqft | $13.60 psf(Built),"250 sqft, $13.60 psf(Built), $3,400",3400,250,13.6
99co,Telok Ayer Conservation Area,"S$ 20,000/mo, S$ 13.67 psf, Telok Ayer Conservation Area",20000,1463,13.67
99co,"S$ 20,000/mo","S$ 20,000/mo, S$ 13.67 psf",20000,1463,13.67
EdgeProp,SQUARE 2,"$9,488, SQUARE 2, Less than 30 mins to City Centre",9488,689,13.77
99co,Hong Kah Ville,"S$ 17,800/mo, S$ 13.78 psf, Hong Kah Ville",17800,1292,13.78
99co,"S$ 17,800/mo","S$ 17,800/mo, S$ 13.78 psf",17800,1291,13.78
99co,"2 Keong Saik Road, 089110","S$ 12,000/mo, S$ 13.79 psf, 2 Keong Saik Road, 089110",12000,870,13.79
99co,"S$ 12,000/mo","S$ 12,000/mo, S$ 13.79 psf",12000,870,13.79
EdgeProp,GATEWAY EAST,"$1,450, GATEWAY EAST, 11 Malls nearby",1450,105,13.81
99co,READY TO MOVE,"READY TO MOVE, S$ 8,496/mo, S$ 13.84 psf",8496,614,13.84
99co,"S$ 8,496/mo","S$ 8,496/mo, S$ 13.84 psf, NEGO",8496,613,13.84
SRX,Thomson Plaza,"Thomson Plaza, 614 sqft, $13.84 psf(Built)",8496,614,13.84
SRX,614 sqft | $13.84 psf(Built),"614 sqft, $13.84 psf(Built), $8,496",8496,614,13.84
99co,READY TO MOVE,"READY TO MOVE, S$ 2,500/mo, S$ 13.89 psf",2500,180,13.89
99co,"S$ 2,500/mo","S$ 2,500/mo, S$ 13.89 psf",2500,179,13.89
99co,Lucky Plaza,"S$ 5,400/mo, S$ 13.92 psf, Lucky Plaza",5400,388,13.92
99co,"S$ 5,400/mo","S$ 5,400/mo, S$ 13.92 psf",5400,387,13.92
99co,Tampines Mart,"S$ 12,000/mo, S$ 13.94 psf, Tampines Mart",12000,861,13.94
99co,"S$ 12,000/mo","S$ 12,000/mo, S$ 13.94 psf",12000,860,13.94
99co,Bugis Cube,"S$ 29,999/mo, S$ 13.95 psf, Bugis Cube",29999,2150,13.95
99co,"S$ 29,999/mo","S$ 29,999/mo, S$ 13.95 psf",29999,2150,13.95
EdgeProp,Freehold,"$14 PSF, 105 sqft, Freehold",1470,105,14.0
EdgeProp,99 Yrs From 28/08/2002,"$14 PSF, D11, 689 sqft",9646,689,14.0
EdgeProp,$14 PSF,"$14 PSF, 1,514 sqft",21196,1514,14.0
EdgeProp,$14 PSF,"$14 PSF, 1,410 sqft",19740,1410,14.0
EdgeProp,Freehold,"$14 PSF, D21, 484 sqft",6776,484,14.0
EdgeProp,Orchard Road,"$4,970, FAR EAST SHOPPING CENTRE, 2 Bus Stops nearby",4970,355,14.0
EdgeProp,LUCKY PLAZA,"$5,432, LUCKY PLAZA, 2 MRT/LRTs Currently nearby",5432,388,14.0
EdgeProp,Freehold,"$14 PSF, Built: 1979, 388 sqft",5432,388,14.0
EdgeProp,CUPPAGE PLAZA,"EXCLUSIVE, $2,408, CUPPAGE PLAZA",2408,172,14.0
EdgeProp,Koek Road,"$14 PSF, 172 sqft, 99 Years",2408,172,14.0
EdgeProp,Freehold,"$14 PSF, Built: 1979, 431 sqft",6034,431,14.0
EdgeProp,FAR EAST PLAZA,"EXCLUSIVE, $4,522, FAR EAST PLAZA",4522,323,14.0
EdgeProp,Freehold,"$14 PSF, Built: 1982, 323 sqft",4522,323,14.0
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 3,500/mo",3500,250,14.0
99co,"S$ 3,500/mo","S$ 3,500/mo, S$ 14 psf, NEGO",3500,250,14.0
99co,"S$ 4,522/mo","S$ 4,522/mo, S$ 14 psf",4522,323,14.0
SRX,388 sqft | $14.00 psf(Built),"388 sqft, $14.00 psf(Built), $5,432",5432,388,14.0
SRX,Bugis Point,"Bugis Point, Food And Beverage •, 2,142 sqft",30000,2142,14.01
SRX,"2,142 sqft | $14.01 psf(Built)","2,142 sqft, $14.01 psf(Built), $30,000",30000,2142,14.01
SRX,North Bridge Road,"North Bridge Road, Food And Beverage •, 2,140 sqft",30000,2140,14.02
SRX,"2,140 sqft | $14.02 psf(Built)","2,140 sqft, $14.02 psf(Built), $30,000",30000,2140,14.02
EdgeProp,SUITES AT BUKIT TIMAH,"$6,800, SUITES AT BUKIT TIMAH, 4 Bus Stops nearby",6800,484,14.05
99co,Kampong Glam Conservation Area,"S$ 8,500/mo, S$ 14.17 psf, Kampong Glam Conservation Area",8500,600,14.17
99co,"S$ 8,500/mo","S$ 8,500/mo, S$ 14.17 psf",8500,599,14.17
EdgeProp,10 LOR TELOK,"$20,000, 10 LOR TELOK, 1 Park nearby",20000,1410,14.18
SRX,Far East Plaza,"16d, Far East Plaza, 388 sqft",5500,388,14.18
SRX,388 sqft | $14.18 psf(Built),"388 sqft, $14.18 psf(Built), $5,500",5500,388,14.18
99co,VIEW TO OFFER,"S$ 9,999/mo, S$ 14.28 psf, VIEW TO OFFER",9999,700,14.28
99co,"S$ 9,999/mo","S$ 9,999/mo, S$ 14.28 psf, VIEW TO OFFER",9999,700,14.28
99co,"6 Loyang Street, 508841","S$ 4,000/mo, S$ 14.29 psf, 6 Loyang Street, 508841",4000,280,14.29
99co,"S$ 4,000/mo","S$ 4,000/mo, S$ 14.29 psf",4000,279,14.29
99co,Teck Ghee View,"S$ 5,000/mo, S$ 14.29 psf, Teck Ghee View",5000,350,14.29
99co,"S$ 5,000/mo","S$ 5,000/mo, S$ 14.29 psf",5000,349,14.29
SRX,Loyang Street,"Loyang Street, Retail •, 280 sqft",4000,280,14.29
SRX,280 sqft | $14.29 psf(Built),"280 sqft, $14.29 psf(Built), $4,000",4000,280,14.29
EdgeProp,TRAS STREET,"EXCLUSIVE, $21,888, TRAS STREET",21888,1514,14.46
EdgeProp,ASIA SQUARE TOWER 1,"$57,362, ASIA SQUARE TOWER 1, 1 Bus Stop nearby",57362,3956,14.5
SRX,Boat Quay,"16d, Boat Quay, Food And Beverage •",16000,1100,14.55
SRX,"1,100 sqft | $14.55 psf(Built)","1,100 sqft, $14.55 psf(Built), $16,000",16000,1100,14.55
99co,Orchard Plaza,"S$ 2,200/mo, S$ 14.57 psf, Orchard Plaza",2200,151,14.57
99co,"S$ 2,200/mo","S$ 2,200/mo, S$ 14.57 psf",2200,150,14.57
EdgeProp,CIMB PLAZA,"EXCLUSIVE, $17,000, CIMB PLAZA",17000,1158,14.68
EdgeProp,COLLYER QUAY CENTRE,"EXCLUSIVE, $17,000, COLLYER QUAY CENTRE",17000,1158,14.68
SRX,Lucky Plaza,"Lucky Plaza, Health Centre •, 689 sqft",10198,689,14.8
SRX,689 sqft | $14.80 psf(Built),"689 sqft, $14.80 psf(Built), $10,198",10198,689,14.8
EdgeProp,FRASERS TOWER,"EXCLUSIVE, $9,690, FRASERS TOWER",9690,646,15.0
EdgeProp,CECIL STREET,"$15 PSF, 646 sqft, 99 Years",9690,646,15.0
EdgeProp,FRASERS TOWER,"EXCLUSIVE, $22,770, FRASERS TOWER",22770,1518,15.0
EdgeProp,CECIL STREET,"$15 PSF, 1,518 sqft, 99 Years",22770,1518,15.0
EdgeProp,30 Raffles Place,"$15 PSF, 1,158 sqft, 30 Raffles Place",17370,1158,15.0
EdgeProp,16 Collyer Quay,"$15 PSF, 1,158 sqft, 16 Collyer Quay",17370,1158,15.0
EdgeProp,Sharon Loh,"$1,500, 722 ANG MO KIO AVENUE 8, 1 Bus Stop nearby",1500,100,15.0
EdgeProp,$15 PSF,"$15 PSF, D20, 100 sqft",1500,100,15.0
EdgeProp,F&B / COMMERCIAL UNITS ALONG NORTH BRIDG,"EXCLUSIVE, $11,954, F&B / COMMERCIAL UNITS ALONG NORTH BRIDGE, VICTORIA, ROCHOR ",11954,797,15.0
EdgeProp,99 Yrs From 01/09/2002,"$15 PSF, D19, 797 sqft",11955,797,15.0
EdgeProp,KAKI BUKIT ROAD 1,"$15 PSF, D14, 250 sqft",3750,250,15.0
EdgeProp,$15 PSF,"$15 PSF, 3,956 sqft, 99 Years Leasehold",59340,3956,15.0
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $17,280, LUCKY PLAZA",17280,1152,15.0
EdgeProp,Freehold,"$15 PSF, Built: 1979, 1,152 sqft",17280,1152,15.0
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $7,260, LUCKY PLAZA",7260,484,15.0
EdgeProp,Freehold,"$15 PSF, Built: 1979, 484 sqft",7260,484,15.0
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 4,680/mo",4680,312,15.0
99co,"S$ 4,680/mo","S$ 4,680/mo, S$ 15 psf",4680,312,15.0
99co,READY TO MOVE,"READY TO MOVE, S$ 6,000/mo, S$ 15 psf",6000,400,15.0
99co,"S$ 6,000/mo","S$ 6,000/mo, S$ 15 psf, STARTING PRICE",6000,400,15.0
99co,Enquire on multiple listings at once,"Faster enquiries, S$ 4,500/mo, S$ 15 psf",4500,300,15.0
99co,"S$ 4,500/mo","S$ 4,500/mo, S$ 15 psf",4500,300,15.0
SRX,Loyang Point,"14d, Loyang Point, Retail • Partially Furnished •",4200,280,15.0
SRX,280 sqft | $15.00 psf(Built),"280 sqft, $15.00 psf(Built), $4,200",4200,280,15.0
SRX,484 sqft | $15.00 psf(Built),"484 sqft, $15.00 psf(Built), $7,260",7260,484,15.0
99co,Visioncrest,"S$ 21,000/mo, S$ 15.13 psf, Visioncrest",21000,1388,15.13
99co,"S$ 21,000/mo","S$ 21,000/mo, S$ 15.13 psf",21000,1387,15.13
99co,READY TO MOVE,"READY TO MOVE, S$ 25,000/mo, S$ 15.15 psf",25000,1650,15.15
99co,"S$ 25,000/mo","S$ 25,000/mo, S$ 15.15 psf, NEGO",25000,1650,15.15
EdgeProp,EUNOS TECHNOLINK,"EXCLUSIVE, $3,800, EUNOS TECHNOLINK",3800,250,15.2
99co,NEGO,"S$ 26,888/mo, S$ 15.21 psf, NEGO",26888,1768,15.21
99co,"S$ 26,888/mo","S$ 26,888/mo, S$ 15.21 psf, NEGO",26888,1767,15.21
99co,People's Park Complex,"S$ 4,588/mo, S$ 15.29 psf, People's Park Complex",4588,300,15.29
99co,"S$ 4,588/mo","S$ 4,588/mo, S$ 15.29 psf",4588,300,15.29
SRX,300 sqft | $15.29 psf(Built),"300 sqft, $15.29 psf(Built), $4,588",4588,300,15.29
99co,Kreta Ayer Conservation Area,"S$ 23,000/mo, S$ 15.33 psf, Kreta Ayer Conservation Area",23000,1500,15.33
99co,"S$ 23,000/mo","S$ 23,000/mo, S$ 15.33 psf",23000,1500,15.33
